genre,interpret,album,release_year,songtitle,decade
Pop,Adel Tawil,Lieder,2013,Immer da,2010
Pop,Adel Tawil,Lieder,2013,Wenn Du liebst,2010
Pop,Adel Tawil,Lieder,2013,Lieder,2010
Pop,Adel Tawil,Lieder,2013,Weinen,2010
Pop,Adel Tawil,Lieder,2013,Unter Wasser,2010
Pop,Adel Tawil,Lieder,2013,Kartenhaus,2010
Pop,Adel Tawil,Lieder,2013,Aschenflug,2010
Pop,Adel Tawil,Lieder,2013,Zuhause,2010
Pop,Adel Tawil,Lieder,2013,Herzschrittmacher,2010
Pop,Adel Tawil,Lieder,2013,Graffiti Love,2010
Pop,Adel Tawil,Lieder,2013,Auf Sand gebaut,2010
Pop,Adel Tawil,Lieder,2013,Schnee,2010
Pop,Adel Tawil,Lieder,2013,Dunkelheit,2010
Pop,Adel Tawil,Lieder,2013,Neujahr,2010
Pop,Andreas Bourani,Hey,2014,Wieder am Leben,2010
Pop,Andreas Bourani,Hey,2014,Auf uns,2010
Pop,Andreas Bourani,Hey,2014,Alles beim Alten,2010
Pop,Andreas Bourani,Hey,2014,Hey,2010
Pop,Andreas Bourani,Hey,2014,Ultraleicht,2010
Pop,Andreas Bourani,Hey,2014,Nimm meine Hand,2010
Pop,Andreas Bourani,Hey,2014,Auf anderen Wegen,2010
Pop,Andreas Bourani,Hey,2014,Delirium,2010
Pop,Andreas Bourani,Hey,2014,Füreinander gemacht,2010
Pop,Andreas Bourani,Hey,2014,Ein Ende nach dem andern,2010
Pop,Andreas Bourani,Hey,2014,Was tut dir gut,2010
Pop,Andreas Bourani,Hey,2014,Sein,2010
Pop,Annett Louisan,Unausgesprochen,2005,Torsten Schmidt,2000
Pop,Annett Louisan,Unausgesprochen,2005,Chancenlos,2000
Pop,Annett Louisan,Unausgesprochen,2005,Gedacht ich sage Nein,2000
Pop,Annett Louisan,Unausgesprochen,2005,Eve,2000
Pop,Annett Louisan,Unausgesprochen,2005,Läuft alles perfekt,2000
Pop,Annett Louisan,Unausgesprochen,2005,Er gehörte mal mir,2000
Pop,Annett Louisan,Unausgesprochen,2005,Die Lösung,2000
Pop,Annett Louisan,Unausgesprochen,2005,Der den ich will,2000
Pop,Annett Louisan,Unausgesprochen,2005,Vielleicht,2000
Pop,Annett Louisan,Unausgesprochen,2005,Widder wider Willen,2000
Pop,Annett Louisan,Unausgesprochen,2005,Beerdigung,2000
Pop,Annett Louisan,Unausgesprochen,2005,Ausgesprochen unausgesprochen,2000
Pop,Annett Louisan,Unausgesprochen,2005,Wer bin ich wirklich,2000
Pop,Annett Louisan,Unausgesprochen,2005,Fettnäpfchenwetthüpfen,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Das alles wär nie passiert,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Kleine Zwischenfälle,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Er,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Die Wahrheit,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Wenn man sich nicht mehr liebt,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Die sein,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Mein innerer Schweinehund,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Gendefekt,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Unbekümmert,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Rosenkrieg,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Dings,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Ende Dezember,2000
Pop,Annett Louisan,Das Optimale Leben,2007,Der kleine Unterschied,2000
Pop,Annett Louisan,Teilzeithippie,2008,Das schlechte Gewissen,2000
Pop,Annett Louisan,Teilzeithippie,2008,Sexy Loverboy,2000
Pop,Annett Louisan,Teilzeithippie,2008,Gekommen um zu sagen,2000
Pop,Annett Louisan,Teilzeithippie,2008,Die Siezgelegenheit,2000
Pop,Annett Louisan,Teilzeithippie,2008,Die nächste Liebe meines Lebens,2000
Pop,Annett Louisan,Teilzeithippie,2008,Wir nicht,2000
Pop,Annett Louisan,Teilzeithippie,2008,Drück die 1,2000
Pop,Annett Louisan,Teilzeithippie,2008,Teilzeithippie,2000
Pop,Annett Louisan,Teilzeithippie,2008,Gedanken lesen,2000
Pop,Annett Louisan,Teilzeithippie,2008,Ich bin dagegen,2000
Pop,Annett Louisan,Teilzeithippie,2008,Je später der Abend,2000
Pop,Annett Louisan,Teilzeithippie,2008,Auf dich hab ich gewartet,2000
Pop,Annett Louisan,In Meiner Mitte,2011,In meiner Mitte,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Verschwinde,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Würdest du,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Allein und beisammen,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Pärchenallergie,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Wenn zwei zueinander passen,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Kleiner Augenblick,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Schöner starker Tag,2010
Pop,Annett Louisan,In Meiner Mitte,2011,Von der Liebe,2010
Pop,Annett Louisan,Zu Viel Information,2014,Stars,2010
Pop,Annett Louisan,Zu Viel Information,2014,Besonders,2010
Pop,Annett Louisan,Zu Viel Information,2014,Zu viel Information,2010
Pop,Annett Louisan,Zu Viel Information,2014,Herrenabend,2010
Pop,Annett Louisan,Zu Viel Information,2014,Das Rezept,2010
Pop,Annett Louisan,Zu Viel Information,2014,Dein Ding,2010
Pop,Annett Louisan,Zu Viel Information,2014,Ronny und Johnny,2010
Pop,Annett Louisan,Zu Viel Information,2014,Einer liebt immer mehr,2010
Pop,Annett Louisan,Zu Viel Information,2014,Dann sag ich es ihr halt,2010
Pop,Annett Louisan,Zu Viel Information,2014,Ey na du,2010
Pop,Annett Louisan,Zu Viel Information,2014,Papillon,2010
Pop,Annett Louisan,Zu Viel Information,2014,Alles erledigt,2010
Pop,Annett Louisan,Zu Viel Information,2014,Das Nichtgesagte,2010
Pop,Annett Louisan,Zu Viel Information,2014,Du fehlst mir so,2010
Pop,Annett Louisan,Zu Viel Information,2014,Bei aller Freundschaft,2010
Pop,Bosse,Kamikazeherz,2005,Keine Panik,2000
Pop,Bosse,Kamikazeherz,2005,Inspiration,2000
Pop,Bosse,Kamikazeherz,2005,Kraft,2000
Pop,Bosse,Kamikazeherz,2005,Niemand vermisst uns,2000
Pop,Bosse,Kamikazeherz,2005,Stadtastronauten,2000
Pop,Bosse,Kamikazeherz,2005,Diese Tage sind verloren,2000
Pop,Bosse,Kamikazeherz,2005,Skizziert,2000
Pop,Bosse,Kamikazeherz,2005,Kamikazeherz,2000
Pop,Bosse,Kamikazeherz,2005,Kilometerweit,2000
Pop,Bosse,Kamikazeherz,2005,Highspeed,2000
Pop,Bosse,Kamikazeherz,2005,Novemberregen,2000
Pop,Bosse,Kamikazeherz,2005,Winterzeit,2000
Pop,Bosse,Kamikazeherz,2005,Das kleinste Glück,2000
Pop,Bosse,Guten Morgen Spinner,2006,Wenn wir schlafen,2000
Pop,Bosse,Guten Morgen Spinner,2006,Bei Costas,2000
Pop,Bosse,Guten Morgen Spinner,2006,Ade Euphorie,2000
Pop,Bosse,Guten Morgen Spinner,2006,Februarsterne,2000
Pop,Bosse,Guten Morgen Spinner,2006,Seemannsblau,2000
Pop,Bosse,Taxi,2009,3 Millionen,2000
Pop,Bosse,Taxi,2009,Sommer lang,2000
Pop,Bosse,Taxi,2009,Gegen Murphy,2000
Pop,Bosse,Taxi,2009,All die Dinge,2000
Pop,Bosse,Taxi,2009,Tanz mit mir,2000
Pop,Bosse,Taxi,2009,Liebe ist leise,2000
Pop,Bosse,Taxi,2009,Die Kunst des Verlierens,2000
Pop,Bosse,Taxi,2009,Alter Strand,2000
Pop,Bosse,Taxi,2009,Irgendwo dazwischen,2000
Pop,Bosse,Taxi,2009,Matrosen,2000
Pop,Bosse,Taxi,2009,Augen schließen,2000
Pop,Bosse,Wartesaal,2011,Wartesaal,2010
Pop,Bosse,Wartesaal,2011,Weit weg,2010
Pop,Bosse,Wartesaal,2011,Metropole,2010
Pop,Bosse,Wartesaal,2011,Die Nacht,2010
Pop,Bosse,Wartesaal,2011,Nach Haus,2010
Pop,Bosse,Wartesaal,2011,Du federst,2010
Pop,Bosse,Wartesaal,2011,Wende der Zeit,2010
Pop,Bosse,Wartesaal,2011,Die Regie,2010
Pop,Bosse,Wartesaal,2011,Roboterbeine,2010
Pop,Bosse,Wartesaal,2011,Yipi,2010
Pop,Bosse,Wartesaal,2011,Nächsten Sommer,2010
Pop,Bosse,Kraniche,2013,Kraniche,2010
Pop,Bosse,Kraniche,2013,Schönste Zeit,2010
Pop,Bosse,Kraniche,2013,Vier Leben,2010
Pop,Bosse,Kraniche,2013,So oder so,2010
Pop,Bosse,Kraniche,2013,Istanbul,2010
Pop,Bosse,Kraniche,2013,Alter Affe Angst,2010
Pop,Bosse,Kraniche,2013,Vive la danse,2010
Pop,Bosse,Kraniche,2013,Familienfest,2010
Pop,Bosse,Kraniche,2013,Brillant,2010
Pop,Bosse,Kraniche,2013,Müßiggang,2010
Pop,Bosse,Kraniche,2013,Sophie,2010
Pop,Bosse,Kraniche,2013,Konfetti,2010
Pop,Clueso,Gute Musik,2004,Nacht Unterwegs,2000
Pop,Clueso,Gute Musik,2004,Das Level,2000
Pop,Clueso,Gute Musik,2004,Uh Girl,2000
Pop,Clueso,Gute Musik,2004,Gute Musik,2000
Pop,Clueso,Gute Musik,2004,Dort wo du wohnst,2000
Pop,Clueso,Gute Musik,2004,Es wird heiss,2000
Pop,Clueso,Gute Musik,2004,Love the People,2000
Pop,Clueso,Gute Musik,2004,Kalter Kaffee,2000
Pop,Clueso,Gute Musik,2004,Bescheid,2000
Pop,Clueso,Gute Musik,2004,Vier kleine Wände,2000
Pop,Clueso,Gute Musik,2004,Pizzaschachteln,2000
Pop,Clueso,Gute Musik,2004,Vergessen ist so leicht,2000
Pop,Clueso,Gute Musik,2004,Fanpost,2000
Pop,Clueso,Gute Musik,2004,Egal wo,2000
Pop,Clueso,Gute Musik,2004,Ich geh heim,2000
Pop,Clueso,Gute Musik,2004,Herz,2000
Pop,Clueso,Gute Musik,2004,Kein Bock zu geh'n,2000
Pop,Clueso,Weit weg,2006,Frische Luft,2000
Pop,Clueso,Weit weg,2006,Sterblich,2000
Pop,Clueso,Weit weg,2006,Bleib hier,2000
Pop,Clueso,Weit weg,2006,Weit weg,2000
Pop,Clueso,Weit weg,2006,Viel gesehen,2000
Pop,Clueso,Weit weg,2006,Winter Sommer,2000
Pop,Clueso,Weit weg,2006,Ey Tino,2000
Pop,Clueso,Weit weg,2006,Überall bist du,2000
Pop,Clueso,Weit weg,2006,Hirn ein,2000
Pop,Clueso,Weit weg,2006,Crash,2000
Pop,Clueso,Weit weg,2006,Schwer,2000
Pop,Clueso,Weit weg,2006,Chicago,2000
Pop,Clueso,Weit weg,2006,Morgen Gestern,2000
Pop,Clueso,Weit weg,2006,Mein Bestes,2000
Pop,Clueso,Weit weg,2006,Out of Space,2000
Pop,Clueso,So sehr dabei,2008,Barfuss,2000
Pop,Clueso,So sehr dabei,2008,Augen zu,2000
Pop,Clueso,So sehr dabei,2008,Niemand an dich denkt,2000
Pop,Clueso,So sehr dabei,2008,Wir wolln Sommer,2000
Pop,Clueso,So sehr dabei,2008,Geisterstadt,2000
Pop,Clueso,So sehr dabei,2008,Mitnehm,2000
Pop,Clueso,So sehr dabei,2008,Gewinner,2000
Pop,Clueso,So sehr dabei,2008,Schreibe dir,2000
Pop,Clueso,So sehr dabei,2008,Keinen Zentimeter,2000
Pop,Clueso,So sehr dabei,2008,So sein wie du,2000
Pop,Clueso,So sehr dabei,2008,Utopie,2000
Pop,Clueso,So sehr dabei,2008,Verlierer,2000
Pop,Clueso,So sehr dabei,2008,Jede Stadt,2000
Pop,Clueso,So sehr dabei,2008,So sehr dabei,2000
Pop,Clueso,So sehr dabei,2008,Abspann (Weck sie nicht auf),2000
Pop,Clueso,An und für sich,2011,Zu schnell vorbei,2010
Pop,Clueso,An und für sich,2011,Beinah,2010
Pop,Clueso,An und für sich,2011,Straßen sind leer,2010
Pop,Clueso,An und für sich,2011,Müsste gehen,2010
Pop,Clueso,An und für sich,2011,Ey der Regen,2010
Pop,Clueso,An und für sich,2011,Dreh dich,2010
Pop,Clueso,An und für sich,2011,Stern,2010
Pop,Clueso,An und für sich,2011,Herz,2010
Pop,Clueso,An und für sich,2011,Baumkrone,2010
Pop,Clueso,An und für sich,2011,Halt mich fern,2010
Pop,Clueso,An und für sich,2011,Das alte Haus,2010
Pop,Clueso,An und für sich,2011,Erklär mir,2010
Pop,Clueso,An und für sich,2011,Du bleibst,2010
Pop,Clueso,An und für sich,2011,Nur bei dir,2010
Pop,Clueso,An und für sich,2011,Ende,2010
Pop,Clueso,Stadtrandlichter,2014,Pack meine Sachen,2010
Pop,Clueso,Stadtrandlichter,2014,Freidrehen,2010
Pop,Clueso,Stadtrandlichter,2014,Alles leuchtet,2010
Pop,Clueso,Stadtrandlichter,2014,Wach auf,2010
Pop,Clueso,Stadtrandlichter,2014,Stadtrandlichter,2010
Pop,Clueso,Stadtrandlichter,2014,Unter Strom,2010
Pop,Clueso,Stadtrandlichter,2014,Okay,2010
Pop,Clueso,Stadtrandlichter,2014,Lass den Kopf nicht hängen,2010
Pop,Clueso,Stadtrandlichter,2014,Sein Song,2010
Pop,Clueso,Stadtrandlichter,2014,Still,2010
Pop,Clueso,Stadtrandlichter,2014,Ich falle noch,2010
Pop,Clueso,Stadtrandlichter,2014,Geradeaus,2010
Pop,Clueso,Stadtrandlichter,2014,Galerie,2010
Pop,Clueso,Stadtrandlichter,2014,Nebenbei,2010
Pop,Clueso,Neuanfang,2016,Neuanfang,2010
Pop,Clueso,Neuanfang,2016,Achterbahn,2010
Pop,Clueso,Neuanfang,2016,Neue Luft,2010
Pop,Clueso,Neuanfang,2016,Erinnerungen,2010
Pop,Clueso,Neuanfang,2016,Wenn Du Liebst,2010
Pop,Clueso,Neuanfang,2016,Lass Sie Reden,2010
Pop,Clueso,Neuanfang,2016,Anderssein,2010
Pop,Clueso,Neuanfang,2016,Gordo,2010
Pop,Clueso,Neuanfang,2016,Jeder Lebt Für Sich Allein,2010
Pop,Clueso,Neuanfang,2016,Sorgenfrei,2010
Pop,Frittenbude,Nachtigall,2008,Hildegard,2000
Pop,Frittenbude,Nachtigall,2008,Ein Affentanz,2000
Pop,Frittenbude,Nachtigall,2008,Pandabär,2000
Pop,Frittenbude,Nachtigall,2008,Mindestens In 1000 Jahren,2000
Pop,Frittenbude,Nachtigall,2008,Superlude,2000
Pop,Frittenbude,Nachtigall,2008,Superschnitzellove,2000
Pop,Frittenbude,Nachtigall,2008,Irgendwie Lieb Ich Das,2000
Pop,Frittenbude,Nachtigall,2008,Die Nacht,2000
Pop,Frittenbude,Nachtigall,2008,Es Dreht Sich Alles Um Uns Beide,2000
Pop,Frittenbude,Nachtigall,2008,Electrofikkkke,2000
Pop,Frittenbude,Nachtigall,2008,Was Ist Nur Mit Dir Passiert,2000
Pop,Frittenbude,Nachtigall,2008,Das Licht,2000
Pop,Frittenbude,Nachtigall,2008,Zucker,2000
Pop,Frittenbude,Nachtigall,2008,Der Tag,2000
Pop,Frittenbude,Katzengold,2010,Onychectomy,2010
Pop,Frittenbude,Katzengold,2010,Unkenrufe,2010
Pop,Frittenbude,Katzengold,2010,Schandenschmuck,2010
Pop,Frittenbude,Katzengold,2010,Und täglich grüßt das Murmeltier,2010
Pop,Frittenbude,Katzengold,2010,Ob es reicht sie zu finden,2010
Pop,Frittenbude,Katzengold,2010,Durch den Wind,2010
Pop,Frittenbude,Katzengold,2010,Vom Fliegen,2010
Pop,Frittenbude,Katzengold,2010,Fetter als Gelb,2010
Pop,Frittenbude,Katzengold,2010,Jetzt ist der Moment,2010
Pop,Frittenbude,Katzengold,2010,Katzengold,2010
Pop,Frittenbude,Katzengold,2010,Seifenblase,2010
Pop,Frittenbude,Katzengold,2010,Ein Mensch rennt,2010
Pop,Frittenbude,Katzengold,2010,Bilder mit Katze,2010
Pop,Frittenbude,Delfinarium,2012,Von allem zu viel,2010
Pop,Frittenbude,Delfinarium,2012,Nur wegen dem Eiskonfekt,2010
Pop,Frittenbude,Delfinarium,2012,Wings,2010
Pop,Frittenbude,Delfinarium,2012,Deutschland 500,2010
Pop,Frittenbude,Delfinarium,2012,Aufregende Farben,2010
Pop,Frittenbude,Delfinarium,2012,Heute nur einmal,2010
Pop,Frittenbude,Delfinarium,2012,Heimatlos,2010
Pop,Frittenbude,Delfinarium,2012,Innere Altmark,2010
Pop,Frittenbude,Delfinarium,2012,Erlös dich von dem Schrott,2010
Pop,Frittenbude,Delfinarium,2012,Zeitmaschinen aus Müll,2010
Pop,Frittenbude,Delfinarium,2012,So weit von Paris,2010
Pop,Herbert Grönemeyer,Grönemeyer,1979,Guten Morgen,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Pompeji,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Verflucht - es tut mir weh,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Mensch - ich hau ab,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Spring ins wilde Leben,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Julie,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Hier in dem Lokal,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Ich bin ein Spieler,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Der Fremde,1970
Pop,Herbert Grönemeyer,Grönemeyer,1979,Mein Konzert,1970
Pop,Herbert Grönemeyer,Zwo,1980,Stau,1980
Pop,Herbert Grönemeyer,Zwo,1980,Ich hab dich lieb,1980
Pop,Herbert Grönemeyer,Zwo,1980,Commander,1980
Pop,Herbert Grönemeyer,Zwo,1980,Bruno,1980
Pop,Herbert Grönemeyer,Zwo,1980,Ich bin wieder soweit,1980
Pop,Herbert Grönemeyer,Zwo,1980,Kairo,1980
Pop,Herbert Grönemeyer,Zwo,1980,Besser du gehst jetzt,1980
Pop,Herbert Grönemeyer,Zwo,1980,Helga,1980
Pop,Herbert Grönemeyer,Zwo,1980,All die Jahre,1980
Pop,Herbert Grönemeyer,Zwo,1980,Muskeln,1980
Pop,Herbert Grönemeyer,Total egal,1982,Total egal,1980
Pop,Herbert Grönemeyer,Total egal,1982,Currywurst,1980
Pop,Herbert Grönemeyer,Total egal,1982,Anna,1980
Pop,Herbert Grönemeyer,Total egal,1982,So gut,1980
Pop,Herbert Grönemeyer,Total egal,1982,Frag mich nicht,1980
Pop,Herbert Grönemeyer,Total egal,1982,Kino,1980
Pop,Herbert Grönemeyer,Total egal,1982,Darf ich mal,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Kaufen,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Komm zurück,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Kadett,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Moccaaugen,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Etwas Warmes,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Onur,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Diamant,1980
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Hallo,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Bochum,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Männer,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Flugzeuge im Bauch,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Alkohol,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Amerika,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Für dich da,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Jetzt oder nie,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Fangfragen,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Erwischt,1980
Pop,Herbert Grönemeyer,4630 Bochum,1984,Mambo,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Kinder an die Macht,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Tanzen,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Mehr geht leider nicht,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Maß aller Dinge,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Nur noch so,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Unterwegs,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Lächeln,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Viel zu viel,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Einmal,1980
Pop,Herbert Grönemeyer,Sprünge,1986,Angst,1980
Pop,Herbert Grönemeyer,Luxus,1991,Hartgeld,1990
Pop,Herbert Grönemeyer,Luxus,1991,Deine Liebe klebt,1990
Pop,Herbert Grönemeyer,Luxus,1991,Video,1990
Pop,Herbert Grönemeyer,Luxus,1991,Ich will mehr,1990
Pop,Herbert Grönemeyer,Luxus,1991,Haarscharf,1990
Pop,Herbert Grönemeyer,Luxus,1991,Luxus,1990
Pop,Herbert Grönemeyer,Luxus,1991,Marie,1990
Pop,Herbert Grönemeyer,Luxus,1991,Freunde,1990
Pop,Herbert Grönemeyer,Luxus,1991,Sie,1990
Pop,Herbert Grönemeyer,Chaos,1993,Chaos,1990
Pop,Herbert Grönemeyer,Chaos,1993,Die Härte,1990
Pop,Herbert Grönemeyer,Chaos,1993,Land unter,1990
Pop,Herbert Grönemeyer,Chaos,1993,Fisch im Netz,1990
Pop,Herbert Grönemeyer,Chaos,1993,Keine Garantie,1990
Pop,Herbert Grönemeyer,Chaos,1993,Grönland,1990
Pop,Herbert Grönemeyer,Chaos,1993,Ich geb' nichts mehr,1990
Pop,Herbert Grönemeyer,Chaos,1993,Morgenrot,1990
Pop,Herbert Grönemeyer,Chaos,1993,Kein Verlust,1990
Pop,Herbert Grönemeyer,Chaos,1993,Die Welle,1990
Pop,Herbert Grönemeyer,Mensch,2002,Mensch,2000
Pop,Herbert Grönemeyer,Mensch,2002,Neuland,2000
Pop,Herbert Grönemeyer,Mensch,2002,Der Weg,2000
Pop,Herbert Grönemeyer,Mensch,2002,Viertel vor,2000
Pop,Herbert Grönemeyer,Mensch,2002,Unbewohnt,2000
Pop,Herbert Grönemeyer,Mensch,2002,Dort und Hier,2000
Pop,Herbert Grönemeyer,Mensch,2002,Blick zurück,2000
Pop,Herbert Grönemeyer,Mensch,2002,Kein Pokal,2000
Pop,Herbert Grönemeyer,Mensch,2002,Zum Meer,2000
Pop,Herbert Grönemeyer,Mensch,2002,Demo (Letzter Tag),2000
Pop,Herbert Grönemeyer,12,2007,Stück vom Himmel,2000
Pop,Herbert Grönemeyer,12,2007,Du bist die,2000
Pop,Herbert Grönemeyer,12,2007,Marlene,2000
Pop,Herbert Grönemeyer,12,2007,Leb in meiner Welt,2000
Pop,Herbert Grönemeyer,12,2007,Ich versteh,2000
Pop,Herbert Grönemeyer,12,2007,Ohne Dich,2000
Pop,Herbert Grönemeyer,12,2007,Spur,2000
Pop,Herbert Grönemeyer,12,2007,Zieh deinen Weg,2000
Pop,Herbert Grönemeyer,12,2007,Zur Nacht,2000
Pop,Herbert Grönemeyer,12,2007,Liebe liegt nicht,2000
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Morgen,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Wunderbare Leere,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Uniform,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Fang mich an,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Roter Mond,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Der Löw,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Unter Tage,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Verloren,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Unser Land,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Ich lieb mich durch,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Einverstanden,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Feuerlicht,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Pilot,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Neuer Tag,2010
Pop,Herbert Grönemeyer,Dauernd jetzt,2014,Fang mich an,2010
Pop,Herbert Grönemeyer,Tumult,2018,Sekundenglück,2010
Pop,Herbert Grönemeyer,Tumult,2018,Taufrisch,2010
Pop,Herbert Grönemeyer,Tumult,2018,Mein Lebensstrahlen,2010
Pop,Herbert Grönemeyer,Tumult,2018,Bist du da,2010
Pop,Herbert Grönemeyer,Tumult,2018,Fall der Fälle,2010
Pop,Herbert Grönemeyer,Tumult,2018,Warum,2010
Pop,Herbert Grönemeyer,Tumult,2018,Leichtsinn und Liebe,2010
Pop,Herbert Grönemeyer,Tumult,2018,Der Held,2010
Pop,Herbert Grönemeyer,Tumult,2018,Verwandt,2010
Pop,Herbert Grönemeyer,Tumult,2018,Wartezimmer der Welt,2010
Pop,Herbert Grönemeyer,Tumult,2018,Und immer,2010
Pop,Herbert Grönemeyer,Tumult,2018,Lebe mit mir los,2010
Pop,Juli,Es ist Juli,2004,Warum,2000
Pop,Juli,Es ist Juli,2004,Sterne,2000
Pop,Juli,Es ist Juli,2004,Geile Zeit,2000
Pop,Juli,Es ist Juli,2004,Tage wie dieser,2000
Pop,Juli,Es ist Juli,2004,Tränenschwer,2000
Pop,Juli,Es ist Juli,2004,Perfekte Welle,2000
Pop,Juli,Es ist Juli,2004,Regen und Meer,2000
Pop,Juli,Es ist Juli,2004,November,2000
Pop,Juli,Es ist Juli,2004,Anders,2000
Pop,Juli,Es ist Juli,2004,Kurz vor der Sonne,2000
Pop,Juli,Es ist Juli,2004,Ich verschwinde,2000
Pop,Juli,Es ist Juli,2004,Wenn Du lachst,2000
Pop,Juli,Ein neuer Tag,2006,Dieses Leben,2000
Pop,Juli,Ein neuer Tag,2006,Du nimmst mir die Sicht,2000
Pop,Juli,Ein neuer Tag,2006,Bist Du das,2000
Pop,Juli,Ein neuer Tag,2006,Zerrissen,2000
Pop,Juli,Ein neuer Tag,2006,Ein neuer Tag,2000
Pop,Juli,Ein neuer Tag,2006,Wer von euch,2000
Pop,Juli,Ein neuer Tag,2006,Wir beide,2000
Pop,Juli,Ein neuer Tag,2006,Egal wohin,2000
Pop,Juli,Ein neuer Tag,2006,Das gute Gefühl,2000
Pop,Juli,Ein neuer Tag,2006,Am Besten sein,2000
Pop,Juli,Ein neuer Tag,2006,Wenn Du mich lässt,2000
Pop,Juli,Ein neuer Tag,2006,Ein Gruß,2000
Pop,Juli,In Love,2010,Immer wenn es dunkel wird,2010
Pop,Juli,In Love,2010,Süchtig,2010
Pop,Juli,In Love,2010,Eisenherz,2010
Pop,Juli,In Love,2010,Woanders zu Hause,2010
Pop,Juli,In Love,2010,Mit verbundenen Augen,2010
Pop,Juli,In Love,2010,Elektrisches Gefühl,2010
Pop,Juli,In Love,2010,Ich bin In Love (Paris),2010
Pop,Juli,In Love,2010,Du lügst so schön,2010
Pop,Juli,In Love,2010,Maschinen,2010
Pop,Juli,In Love,2010,Jessica,2010
Pop,Juli,In Love,2010,Die Sterne fallen,2010
Pop,Juli,In Love,2010,Seenot,2010
Pop,Mark Forster,Karton,2012,Auf dem Weg,2010
Pop,Mark Forster,Karton,2012,Karton,2010
